,Wet/dry ratio (mean across 40 ensemble members)
1988-01-15,2.6666666666666665
1989-01-15,1.2406084656084657
1990-01-15,0.9529541446208113
1991-01-15,0.8799382716049383
1992-01-15,2.3074074074074074
1993-01-15,6.796296296296298
1994-01-15,1.0325396825396826
1995-01-15,0.8185185185185185
1996-01-15,0.9607142857142857
1997-01-15,5.5740740740740735
1998-01-15,1.3751322751322752
1999-01-15,0.8258741258741259
2000-01-15,1.2505651755651757
2001-01-15,1.181657848324515
2002-01-15,1.388888888888889
2003-01-15,1.240263748597082
2004-01-15,1.152116402116402
2005-01-15,1.524803591470258
2006-01-15,0.5747456247456247
2007-01-15,1.4049823633156968
2008-01-15,1.2408289241622577
2009-01-15,1.1292328042328041
2010-01-15,3.0574074074074074
2011-01-15,0.6974747474747475
2012-01-15,1.142672759339426
2013-01-15,2.3425925925925926
2014-01-15,3.5687830687830693
2015-01-15,1.94973544973545
2016-01-15,0.7870370370370371
2017-01-15,0.6405945905945906
2018-01-15,2.034215167548501
2019-01-15,1.3206349206349206
2020-01-15,0.47013694366635544
2021-01-15,1.0711519961519962
2022-01-15,1.7731481481481481
2023-01-15,1.0790123456790124
2024-01-15,0.7487654320987653
2025-01-15,0.898709315375982
2026-01-15,0.8985551485551485
2027-01-15,1.1744668911335578
2028-01-15,0.6785714285714285
2029-01-15,1.1355820105820105
2030-01-15,0.5964438339438339
2031-01-15,0.6573858240524908
2032-01-15,2.486243386243387
2033-01-15,6.333333333333333
2034-01-15,0.6189051689051689
2035-01-15,0.2850944081336238
2036-01-15,0.4501628001628002
2037-01-15,0.7420634920634921
2038-01-15,2.068562610229277
2039-01-15,0.8157687991021324
2040-01-15,1.0978114478114478
2041-01-15,0.9599930933264266
2042-01-15,0.989247172580506
2043-01-15,1.0129629629629628
2044-01-15,0.8001628001628003
2045-01-15,0.9936026936026936
2046-01-15,1.087742504409171
2047-01-15,1.3570987654320987
2048-01-15,1.346212121212121
2049-01-15,1.7859788359788358
2050-01-15,1.0235690235690236
2051-01-15,1.2506613756613758
2052-01-15,2.109347442680776
2053-01-15,1.1151194484527818
2054-01-15,0.5076405076405076
2055-01-15,1.4736251402918068
2056-01-15,1.6155202821869488
2057-01-15,1.384920634920635
2058-01-15,0.7118967452300785
2059-01-15,2.0304232804232805
2060-01-15,3.2870370370370368
2061-01-15,1.4901234567901234
2062-01-15,3.331481481481482
2063-01-15,1.2368939702273034
2064-01-15,0.6774669774669775
2065-01-15,0.955969955969956
2066-01-15,1.0795735129068464
2067-01-15,1.6759259259259256
2068-01-15,1.3506172839506172
2069-01-15,1.5024691358024693
2070-01-15,0.9572590989257658
2071-01-15,1.9719135802469137
2072-01-15,2.724867724867725
2073-01-15,1.0055555555555553
2074-01-15,0.7087494114454899
2075-01-15,1.087878787878788
2076-01-15,2.3002204585537918
2077-01-15,1.56521164021164
2078-01-15,0.6494024494024493
2079-01-15,0.8526979193645862
2080-01-15,0.9650793650793651
2081-01-15,5.287037037037037
2082-01-15,4.17962962962963
2083-01-15,1.6352413019079686
2084-01-15,1.0019921436588102
2085-01-15,1.2379349046015713
2086-01-15,2.481481481481482
2087-01-15,1.4344340844340844
2088-01-15,0.9303899803899806
2089-01-15,1.5954545454545457
2090-01-15,1.8822751322751323
2091-01-15,1.5819304152637486
2092-01-15,0.48970473970473977
2093-01-15,1.116892366892367
2094-01-15,3.5650793650793653
2095-01-15,1.0005291005291006
2096-01-15,0.7185751793594931
2097-01-15,2.1646384479717815
2098-01-15,2.0297619047619047
2099-01-15,1.139021164021164
2100-01-15,1.667768959435626
