,Wet/dry ratio (mean across 40 ensemble members)
2072-01-15,3.2185185185185183
2073-01-15,1.7231641814975147
2074-01-15,0.9456228956228957
2075-01-15,2.0346560846560844
2076-01-15,2.101851851851852
2077-01-15,1.3472222222222223
2078-01-15,0.9148148148148149
2079-01-15,1.6687830687830687
2080-01-15,1.0626410626410625
2081-01-15,4.087037037037037
2082-01-15,5.1499999999999995
2083-01-15,2.1253086419753084
2084-01-15,1.4623015873015872
2085-01-15,1.2646464646464646
2086-01-15,2.7469576719576714
2087-01-15,1.6697530864197532
2088-01-15,1.1395086395086393
2089-01-15,3.3074074074074074
2090-01-15,3.5833333333333335
2091-01-15,2.006172839506173
2092-01-15,1.62989417989418
2093-01-15,2.0253527336860673
2094-01-15,6.812962962962963
2095-01-15,3.490740740740741
2096-01-15,0.9864197530864197
2097-01-15,2.1246031746031746
2098-01-15,3.63015873015873
2099-01-15,1.651984126984127
2100-01-15,3.111111111111111
